agent_st_pos_x,agent_st_pos_y,agent_end_pos_x,agent_end_pos_y,agent_ini_pos_x,agent_ini_pos_y,agent_id,duration,user_id,round,st_time_relative,end_time_relative,is_optimal,q_value,expected_q_value
5.2,2.8,7.0,4.0,4,3,0,880,3,2,18.2,19.1,1,1.0,0.0
7.7,4.3,7.0,0.0,7,4,0,992,3,2,19.8,20.8,1,1.0,0.0769230769230769
7.3,0.5,3.0,1.0,7,0,0,1232,3,2,21.4,22.6,1,1.0,0.0
4.0,1.2,4.0,7.0,3,1,0,1032,3,2,23.7,24.8,1,1.0,0.1153846153846153
4.1,7.5,4.0,3.0,4,7,0,1111,3,2,25.7,26.8,1,1.0,0.0
4.4,4.2,4.0,0.0,4,3,0,935,3,2,27.5,28.4,1,1.0,0.0
4.8,0.6,4.0,1.0,4,0,0,631,3,2,29.2,29.8,0,1.0,0.0
4.9,1.6,7.0,4.0,4,1,0,992,3,2,30.6,31.6,0,1.0,0.0
7.3,4.5,7.0,7.0,7,4,0,799,3,2,32.3,33.1,0,1.0,0.0
7.4,7.4,3.0,1.0,7,7,0,1104,3,2,33.7,34.8,1,1.0,0.0
3.7,1.3,4.0,3.0,3,1,0,864,3,2,35.5,36.4,1,1.0,0.1153846153846153
4.7,3.4,4.0,1.0,4,3,0,808,3,2,37.0,37.8,1,1.0,0.0
4.5,1.5,2.0,0.0,4,1,0,856,3,2,38.5,39.3,1,1.0,0.0769230769230769
2.9,0.6,0.0,1.0,2,0,0,1223,3,2,40.0,41.2,0,1.0,0.0
1.0,1.4,4.0,0.0,0,1,0,1024,3,2,42.0,43.0,1,1.0,0.0
4.7,0.9,4.0,7.0,4,0,0,1272,3,2,43.7,45.0,0,1.0,0.0384615384615384
4.7,7.4,7.0,7.0,4,7,0,854,3,2,45.5,46.4,1,1.0,0.0
7.3,7.6,7.0,3.0,7,7,0,928,3,2,47.0,47.9,1,1.0,0.0
7.2,4.1,7.0,5.0,7,3,0,751,3,2,48.6,49.3,0,1.0,0.0384615384615384
7.7,5.1,4.0,1.0,7,5,0,864,3,2,49.9,50.8,1,1.0,0.0769230769230769
4.6,1.1,4.0,3.0,4,1,0,711,3,2,52.2,52.9,1,1.0,0.0769230769230769
4.4,3.6,0.0,1.0,4,3,0,751,3,2,53.4,54.1,1,1.0,0.0
1.0,1.6,2.0,0.0,0,1,0,816,3,2,54.8,55.6,1,1.0,0.0
2.8,0.9,1.0,4.0,2,0,0,872,3,2,56.3,57.2,1,1.0,0.0769230769230769
1.4,4.4,2.0,7.0,1,4,0,1048,3,2,57.8,58.8,1,1.0,0.0
2.2,7.4,4.0,7.0,2,7,0,872,3,2,59.5,60.3,1,1.0,0.0
4.6,7.6,7.0,7.0,4,7,0,1048,3,2,60.9,61.9,1,1.0,0.0
7.4,7.6,7.0,0.0,7,7,0,976,3,2,62.5,63.5,1,1.0,0.0
7.5,0.9,0.0,1.0,7,0,0,1015,3,2,64.1,65.1,1,1.0,0.0
0.8,1.7,4.0,1.0,0,1,0,1015,3,2,65.8,66.8,1,1.0,0.0
4.6,2.0,7.0,4.0,4,1,0,976,3,2,67.6,68.6,0,1.0,0.0
7.4,4.5,4.0,7.0,7,4,0,1055,3,2,69.2,70.2,0,1.0,0.0
5.2,6.9,4.0,3.0,4,7,0,1152,3,2,71.0,72.2,1,1.0,0.0
4.7,3.7,4.0,0.0,4,3,0,792,3,2,72.7,73.5,1,1.0,0.0
4.6,0.6,3.0,1.0,4,0,0,584,3,2,74.2,74.8,0,1.0,0.0
3.5,1.5,0.0,1.0,3,1,0,976,3,2,75.4,76.4,0,1.0,0.0
0.6,1.3,7.0,3.0,0,1,0,1216,3,2,77.1,78.3,1,1.0,0.0
7.5,3.2,7.0,7.0,7,3,0,1000,3,2,79.3,80.3,0,1.0,0.0
7.5,7.2,7.0,0.0,7,7,0,1088,3,2,81.0,82.1,1,1.0,0.0
7.4,1.3,3.0,1.0,7,0,0,632,3,2,82.8,83.5,1,1.0,0.0
3.1,1.0,4.0,1.0,3,1,0,712,3,2,84.4,85.1,0,1.0,0.0769230769230769
4.7,1.9,4.0,0.0,4,1,0,616,3,2,85.7,86.3,0,1.0,0.0
4.7,0.8,4.0,3.0,4,0,0,800,3,2,86.9,87.7,0,1.0,0.0384615384615384
4.4,3.3,2.0,7.0,4,3,0,768,3,2,88.3,89.1,1,1.0,0.0
2.7,7.3,7.0,4.0,2,7,0,1016,3,2,89.7,90.7,1,1.0,0.0
7.4,4.7,4.0,7.0,7,4,0,1132,3,2,91.2,92.4,0,1.0,0.0
5.2,7.2,1.0,4.0,4,7,0,992,3,2,93.2,94.1,1,1.0,0.0
1.6,4.9,2.0,0.0,1,4,0,1336,3,2,94.8,96.2,1,1.0,0.0
2.6,0.9,7.0,4.0,2,0,0,1103,3,2,96.8,97.9,0,1.0,0.0
7.5,4.8,7.0,3.0,7,4,0,647,3,2,98.6,99.2,0,1.0,0.0
7.3,0.7,3.0,2.0,7,0,0,1254,4,2,2.7,3.9,1,1.0,0.0
4.2,3.0,1.0,1.0,4,2,0,431,4,2,7.2,7.7,0,1.0,0.0384615384615384
1.4,2.1,2.0,4.0,1,2,0,1154,4,2,16.1,17.2,0,1.0,0.0
2.4,1.3,4.0,4.0,2,0,0,1393,4,2,30.6,32.0,0,1.0,0.0
7.0,5.6,3.0,2.0,6,5,0,975,4,2,46.9,47.9,0,1.0,0.0
2.1,0.8,5.0,1.0,2,0,0,1074,4,2,53.5,54.6,0,1.0,0.0
5.1,0.9,7.0,2.0,5,0,0,927,4,2,60.2,61.1,1,1.0,0.1153846153846153
6.8,2.4,4.0,4.0,7,2,0,648,4,2,62.9,63.5,0,1.0,0.0
5.4,5.4,6.0,6.0,5,5,0,984,4,2,66.4,67.4,1,1.0,0.0
7.5,4.9,6.0,3.0,7,4,0,680,4,2,75.6,76.3,0,1.0,0.0
7.4,4.5,3.0,2.0,6,3,0,1136,4,2,78.3,79.4,1,5.69,0.1153846153846153
1.6,1.9,0.0,2.0,1,1,0,640,4,2,84.9,85.6,0,0.89,0.0
0.5,1.5,4.0,4.0,0,1,0,729,4,2,88.1,88.8,1,1.0,0.0
5.6,3.5,3.0,2.0,4,4,0,430,4,2,91.1,91.5,0,1.0,0.0384615384615384
3.1,2.0,4.0,2.0,3,2,0,671,4,2,93.0,93.6,0,6.4919,0.0384615384615384
5.1,1.0,7.0,1.0,5,1,0,520,4,2,96.8,97.4,1,6.29,0.1153846153846153
5.7,1.7,2.0,0.0,6,1,0,1024,3,3,1.4,2.4,0,1.0,0.0
2.6,1.3,4.0,1.0,2,0,0,680,3,3,3.2,3.9,0,1.0,0.0
4.9,1.4,7.0,3.0,4,1,0,688,3,3,4.5,5.2,0,1.0,0.0384615384615384
7.4,3.8,4.0,7.0,7,3,0,1008,3,3,5.7,6.7,1,1.0,0.0769230769230769
4.1,7.7,7.0,7.0,4,7,0,888,3,3,7.4,8.3,1,1.0,0.0
7.5,7.5,7.0,0.0,7,7,0,1208,3,3,9.0,10.2,1,1.0,0.0
7.6,0.8,4.0,3.0,7,0,0,935,3,3,10.7,11.7,1,1.0,0.0
4.6,3.7,0.0,1.0,4,3,0,968,3,3,12.1,13.1,1,1.0,0.0
0.5,1.3,4.0,0.0,0,1,0,959,3,3,13.9,14.8,1,1.0,0.0
4.3,0.7,2.0,7.0,4,0,0,1024,3,3,15.4,16.5,0,1.0,0.0
2.7,7.7,4.0,1.0,2,7,0,1240,3,3,17.2,18.4,1,1.0,0.0
4.3,1.9,3.0,1.0,4,1,0,600,3,3,19.0,19.6,1,1.0,0.0769230769230769
3.8,1.6,4.0,0.0,3,1,0,664,3,3,20.2,20.8,1,1.0,0.1153846153846153
4.8,0.8,2.0,0.0,4,0,0,711,3,3,21.5,22.2,0,1.0,0.0384615384615384
2.4,0.8,4.0,0.0,2,0,0,872,3,3,22.9,23.8,0,1.0,0.0
4.6,1.0,4.0,1.0,4,0,0,384,3,3,24.3,24.7,0,1.0,0.0384615384615384
4.2,1.9,4.0,7.0,4,1,0,1224,3,3,25.3,26.6,0,1.0,0.0384615384615384
4.4,7.4,2.0,7.0,4,7,0,712,3,3,27.2,27.9,1,1.0,0.0
2.0,7.1,1.0,4.0,2,7,0,736,3,3,29.1,29.9,1,1.0,0.0
1.7,4.9,7.0,4.0,1,4,0,856,3,3,30.5,31.4,1,1.0,0.0
7.5,4.9,7.0,0.0,7,4,0,1024,3,3,32.0,33.0,0,1.0,0.0
7.6,1.0,3.0,1.0,7,0,0,944,3,3,34.0,34.9,1,1.0,0.0
3.9,1.7,2.0,0.0,3,1,0,976,3,3,35.6,36.6,0,1.0,0.0769230769230769
2.9,0.7,0.0,1.0,2,0,0,775,3,3,37.3,38.0,0,1.0,0.0
1.0,1.6,7.0,3.0,0,1,0,1160,3,3,38.7,39.8,1,1.0,0.0
7.6,4.1,7.0,7.0,7,3,0,1056,3,3,40.8,41.8,1,1.0,0.0769230769230769
7.3,7.6,4.0,7.0,7,7,0,896,3,3,42.5,43.4,1,1.0,0.0
4.6,7.5,4.0,1.0,4,7,0,1200,3,3,44.0,45.2,1,1.0,0.0
4.2,1.8,1.0,4.0,4,1,0,968,3,3,45.7,46.7,1,1.0,0.0769230769230769
1.6,4.8,2.0,0.0,1,4,0,800,3,3,47.3,48.1,1,1.0,0.0
2.7,0.7,4.0,0.0,2,0,0,823,3,3,48.7,49.6,0,1.0,0.0
5.0,0.5,7.0,0.0,4,0,0,768,3,3,50.2,51.0,0,1.0,0.0
7.3,0.8,2.0,7.0,7,0,0,1008,3,3,51.5,52.5,1,1.0,0.0
